Author,Editor,DLL Work Authority Record(s),Title,Place,Publisher,Date,Url,Publication Year,Num Pages,Number Of Volumes,Short Title,Series,Archive,Library Catalog,Manual Tags,Automatic Tags
"45078 : Nepos, Cornelius","89571 : Fleckeisen, Alfred, 1820-1899; 89560 : Halm, Karl, 1809-1882",,Cornelii Nepotis Vitae.,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/100331240,1893,118 p.,,,,Hathi Trust,Harvard University,Early works to 1800; Early works.; fast; Classical biography; Classical biography.,
"45078 : Nepos, Cornelius",,,Cornelii Nepotis Vitae.,Lipsiae,in aedibus B. G. Teubneri,1890,https://catalog.hathitrust.org/Record/100479813,1890,118 p.,,,,Hathi Trust,Harvard University,Rome; Greece; Biography.; Generals; Classical biography.,
"45078 : Nepos, Cornelius","89560 : Halm, Karl, 1809-1882",,Cornelii Nepotis Vitae.,Lipsiae,in aedibus B. G. Teubneri,1873,https://catalog.hathitrust.org/Record/100836267,1873,118 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Iowa,,
"45078 : Nepos, Cornelius",,,Cornelii Nepotis vitae.,Lipsiae,B.G. Teubner,1890,https://catalog.hathitrust.org/Record/001809218,1890,118 p.,,,,Hathi Trust,University of Michigan,,
"45078 : Nepos, Cornelius","89560 : Halm, Karl, 1809-1882; 89571 : Fleckeisen, Alfred, 1820-1899",,Cornelii Nepotis Vitae,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/100412345,1884,118 p.,,,,Hathi Trust,University of Illinois at Urbana-Champaign,Rome; Greece; Biography.; Generals; Classical biography.; Biographies; Jusqu'à 500,
"45078 : Nepos, Cornelius",,,Cornelii Nepotis Vitae,Lipsiae,in aedibus B. G. Teubneri,1912,https://catalog.hathitrust.org/Record/100454999,1912,118 p.,,,,Hathi Trust,Columbia University,,
"45078 : Nepos, Cornelius","84053 : Dietsch, Heinrich Rudolf, 1814-1875",,Cornelii Nepotis liber De excellentibus ducibus exterarum gentium cum vitis Catonis et Atticae ex libro de Historicis Latinis et aliis excerptis.,Lipsiae,B.G. Teubner,1855,https://catalog.hathitrust.org/Record/011633415,1855,106 p.,,,,Hathi Trust,Harvard University,,
"45406 : Tacitus, Cornelius","89560 : Halm, Karl, 1809-1882",,Corneli Taciti libri qui supersunt; quartum recognovit Carolus Halm.,Lipsiae,in aedibus B.G. Teubneri,1911,https://catalog.hathitrust.org/Record/007969054,1911,,2 v.,,,Hathi Trust,University of Wisconsin - Madison,,
"89566 : Alexander, of Lycopolis","89568 : Brinkmann, August, 1863-1923",,Contra Manichaei opiniones disputatio,Lipsiae,B. G. Teubner,1895,https://catalog.hathitrust.org/Record/006511798,1895,50 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of California,Manichaeism.,
45907 : Scribonius Largus,"Helmreich, Georg, 1849-1921",,Conpositiones,Lipsiae,B. G. Teubner,1887,https://catalog.hathitrust.org/Record/012445090,1887,123 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana. [S. r.],Hathi Trust,Cornell University,,
"44566 : Augustine, of Hippo, Saint, 354-430","89605 : Knöll, Pius",,Confessionvm libri tredecim,Lipsiae,B.G. Teubner,1909,https://catalog.hathitrust.org/Record/100639243,1909,348 p.,,,,Hathi Trust,University of California,,
,,,Cornelü Taciti libri gru supersunt.,Lipsiae,B.G. Teubnerus,1857,https://catalog.hathitrust.org/Record/008643688,1857,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Illinois at Urbana-Champaign,Rome; History; Empire.,
"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,"Comoediae, ex recensione Georgii Goetz et Friderici Schoell.",Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/009775001,1898,,7 v.,,,HathiTrust,Harvard University,,
"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,"Comoediae, ex recensione Georgii Goetz et Friderici Schoell.",Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/100639398,1892,,7 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of California,,
"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,"Comoediae, ex recensione Georgii Goetz et Friderici Schoell.",Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/100639398,1892,,7 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of California,,
45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,Comoediae.,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/012323958,1898,311 p.,,,,HathiTrust,Cornell University,,
"45336 : Plautus, Titus Maccius","89571 : Fleckeisen, Alfred, 1820-1899",,Comoediae.,Lipsiae,in aedibus B. G. Teubneri,1876,https://catalog.hathitrust.org/Record/100494005,1876,,2 v.,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,Harvard University,,
"45336 : Plautus, Titus Maccius",,,Comoediae. Ex recognitione Alfredi Fleckeiseni.,Lipsiae,in aedibus B. G. Teubneri,1890,https://catalog.hathitrust.org/Record/100495073,1890,,2 v.,,,HathiTrust,Harvard University,,
"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,"Comoediae, ex recensione Georgii Goetz et Friderici Schoell.",Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/011737229,1892,,7 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of California,,
"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,"Comoediae, ex recensione Georgii Goetz et Friderici Schoell.",Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/009775001,1898,,7 v.,,,HathiTrust,Harvard University,,
"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,"Comoediae, ex recensione Georgii Goetz et Friderici Schoell.",Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/011737229,1892,,7 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of California,,
"45336 : Plautus, Titus Maccius","89571 : Fleckeisen, Alfred, 1820-1899",,Comoediae,Lipsiae,B. G. Teubner,1850,https://catalog.hathitrust.org/Record/100739953,1850,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana. S.R.,HathiTrust,University of Chicago,,
"44566 : Augustine, of Hippo, Saint, 354-430","Ramorino, F. (Felice), 1852-1929",,Confessiones,Romae,ex officina typographica Forzanii et socii,1909,https://catalog.hathitrust.org/Record/006759925,1909,476 p.,,,,HathiTrust,University of California,COPIED TO NOT TEUBNER,
,"89530 : Jahnke, Richard, 1868-1933",,Comoediae Horatianae tres.,Lipsiae,in aedibus B. G. Teubneri,1891,https://catalog.hathitrust.org/Record/100329983,1891,109 p.,,,Bibliotheca scriptorum medii aevi Teubneriana,HathiTrust,Harvard University,Latin poetry; Medieval and modern.,
45409 : Terence,"89571 : Fleckeisen, Alfred, 1820-1899",,Comoediae,Lipsiae,in aedibus B. G. Teubneri,1901,https://catalog.hathitrust.org/Record/100616584,1901,311 p.,,,,HathiTrust,University of Minnesota,,
"45336 : Plautus, Titus Maccius","84138 : Ritschl, Friedrich Wilhelm, 1806-1876",,Comoediae,Lipsiae,in aedibus B. G. Teubneri,1871,https://catalog.hathitrust.org/Record/011555523,1871,,4 v.,,,HathiTrust,Harvard University,,
"45336 : Plautus, Titus Maccius","89571 : Fleckeisen, Alfred, 1820-1899",,Comoediae,Lipsiae,B. G. Teubner,1885,https://catalog.hathitrust.org/Record/008911608,1885,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana. S. R.,HathiTrust,Princeton University,,
45409 : Terence.,"89571 : Fleckeisen, Alfred, 1820-1899",,Comoediae,Lipsiae,B. G. Teubner,1857,https://catalog.hathitrust.org/Record/008418512,1857,343 p.,,,,HathiTrust,Columbia University,,
"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,Comoediae,Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/100030106,1900,,7 v.,,,HathiTrust,University of Minnesota,,
45367 : Sallust,"84059 : Eussner, Adam, 1844-",,"C. Sallusti Crispi Catilina, Iugurtha, ex Historiis orationes et epistulae.",Lipsiae,in aedibus B.G. Teubneri,1893,https://catalog.hathitrust.org/Record/100739830,1893,146 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. [S.r.],HathiTrust,University of Chicago,,
45367 : Sallust,"84053 : Dietsch, Heinrich Rudolf, 1814-1875",,C. Salusti Crispi Catilina et Iugurtha,Lipsiae,sumptibus et typis B. G. Teubneri,1854,https://catalog.hathitrust.org/Record/009779752,1854,74 p.,,,,HathiTrust,University of Virginia,,
45367 : Sallust,"84059 : Eussner, Adam, 1844-",,"C. Sallusti Crispi, Catilina ; Jugurtha: ex historiis orationes et epistulae",Lipsiae,in aedibus B. G. Teubneri,1904,https://catalog.hathitrust.org/Record/100681851,1904,146 pages,,,,HathiTrust,University of Minnesota,,
45367 : Sallust,,,C. Sallusti Crispi Epistulae ad Caesarem senem de re publica,Lipsiae,in aedibus B. G. Teubneri,1921,https://catalog.hathitrust.org/Record/011821346,1921,28 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana.  [S. r.],HathiTrust,Cornell University,,
45367 : Sallust,,,"C. Sallusti Crispi Catilina, Iugurtha, ex Historiis orationes et epistulae.",Lipsiae,in aedibus B. G. Teubneri,1887,https://catalog.hathitrust.org/Record/012445085,1887,146 p.,,,,HathiTrust,Cornell University,,
45367 : Sallust,"84059 : Eussner, Adam, 1844-",,"C. Sallusti Crispi Catilina, Iugurtha, ex Historiis orationes et epistulae",Lipsiae,in aedibus B.G. Teubneri,1897,https://catalog.hathitrust.org/Record/011665752,1897,146 p.,,,,HathiTrust,Cornell University,,
45367 : Sallust,,,"C. Sallusti Crispi Catilina, Iugurtha orationes et epistulae excerptae de Historiis.",Lipsiae,in aedibus B. G. Teubneri,1919,https://catalog.hathitrust.org/Record/100455105,1919,170 p.,,,,HathiTrust,Columbia University,,
"45338 : Pliny, the Elder","89546 : Beck, J. W. (Jan Wibertus)",,"C. Plinii Secundi Librorum dudii sermonis viii reliquiae, collegit et illustravit J. W. Beck.",Lipsiae,in aedibus B. G. Teubneri,1894,https://catalog.hathitrust.org/Record/011813884,1894,96 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Indiana University,,
"45338 : Pliny, the Elder OR 45337 : Pliny, the Younger",,,C. Plini Secvndi natvralis historiae libri XXXVII,Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/006792474,1892,,5 v.,,,HathiTrust,Indiana University,,
"45338 : Pliny, the Elder","84121 : Mayhoff, Karl, 1841-1914; 84101 : Jan, Ludwig von 1807-1869",,C. Plini Secundi Naturalis historiae libri XXXVII.,Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/001809547,1875,,6 v.,,,HathiTrust,University of Michigan,,
"45338 : Pliny, the Elder",,,C. Plini Secundi naturalis historiae libri XXXVII.,Lipsiae,in aedibus B. G.Teubneri,1892,https://catalog.hathitrust.org/Record/100639422,1892,,6 v.,,,HathiTrust,University of California,,
"45701 : Caesar, Julius",,,C. Iulii Caesaris Commentarii,Lipsiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/012289477,1896,,3 v.,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,Pennsylvania State University,"Rome; History; Civil War, 49-45 B.C.; Gallic Wars, 58-51 B.C.; Gaul",
"45338 : Pliny, the Elder","84101 : Jan, Ludwig von 1807-1869",,C. Plini Secundi Naturalis historiae libri XXXVII.,Lipsiae,sumptibus et typis B. G. Teubneri,1854,https://catalog.hathitrust.org/Record/011536533,1854,,6 v.,,Naturalis historia,HathiTrust,University of Chicago,,
"45338 : Pliny, the Elder",,,C. Plini Secundi Naturalis historiae libri XXXVii.,Leipzig,in aedibus B. G. Teubneri,1865,https://catalog.hathitrust.org/Record/001809545,1865,,6 v.,,,HathiTrust,University of Michigan,,
"45338 : Pliny, the Elder","84121 : Mayhoff, Karl, 1841-1914",,C. Plini Secundi Naturalis historiae libri XXXVII: post Ludovici Iani obitum recognovit et scripturae discrepantia adiecta,Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/100563314,1892,,6 v.,,,HathiTrust,Harvard University,Natural history; Pre-Linnean works.,
"45701 : Caesar, Julius; 45791 : Hirtius, Aulus","84190: Wölfflin, Eduard von, 1831-1908; Bernhard, Gustav Adolf",,C. Iulii Caesaris Commentarii; cum A. Hirtii aliquorumque supplementis,Lipsiae,in aedibus B.G. Teubneri,1897,https://catalog.hathitrust.org/Record/002721879,1897,,3 v.,,,HathiTrust,University of Michigan,,
"45701 : Caesar, Julius; 45791 : Hirtius, Aulus","84190 : Wölfflin, Eduard von, 1831-1908; 84104 : Kübler, Bernhard, 1859-1940",,C. Iulii Caesaris commentarii,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/006241463,1893,,3 v.,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. [S. r.],HathiTrust,Cornell University,,
"45338 : Pliny, the Elder","84121 : Mayhoff, Karl, 1841-1914; 84101 : Jan, Ludwig von 1807-1869",,C. Plini Secundi naturalis historiae libri XXXVII,Lipsiae,sumptibus et typis B. G. Teubneri,1865,https://catalog.hathitrust.org/Record/100165979,1865,,6 v.,,,HathiTrust,Ohio State University,,
"45338 : Pliny, the Elder","84121 : Mayhoff, Karl, 1841-1914; 84101 : Jan, Ludwig von 1807-1869",,C. Plini Secundi Naturalis historiae libri XXXVII ; post Ludovici Iani obitum recognovit et scripturae discrepantia adiecta iterum edidit Carolus Mayhoff ...,Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/011679737,1875,,6 v.,,,HathiTrust,University of Wisconsin - Madison,,
"45337 : Pliny, the Younger","84108 : Keil, Heinrich, 1822-1894",,"C. Plini Caecili Secundi Epistularum libri novem, Epistularum ad Traianum liber, Panegyricus",Lipsaie,sumptibus et typis B. G. Teubneri,1853,https://catalog.hathitrust.org/Record/011545332,1853,314 p.,,,,HathiTrust,Harvard University,,
"45337 : Pliny, the Younger","84105 : Kukula, R. C. (Richard Cornelius), 1862-1919",,"C. Plini Caecili Secundi Epistularum libri novem, Epistularum ad Traianum liber, Panegyricus",Lipsiae,in aedibus B. G. Teubneri,1912,https://catalog.hathitrust.org/Record/001227276,1912,426 p.,,,,HathiTrust,University of California,,
"45338 : Pliny, the Elder","84121 : Mayhoff, Karl, 1841-1914; 84101 : Jan, Ludwig von 1807-1869",,C. Plini Secundi naturalis historiae libri XXXVII.,Lipsiae,in aedibus B. G. Teubneri,1870,https://catalog.hathitrust.org/Record/003594953,1870,,6 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Michigan,,
"45337 : Pliny, the Younger","84108 : Keil, Heinrich, 1822-1894",,"C. Plini Caecili Secundi Epistolarum libri novem, Epistolarum ad Traianum liber, Panegyricus",Lipsiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/009787391,1896,314 p.,,,,HathiTrust,University of Virginia,,
"45337 : Pliny, the Younger",,,C. Plini Caecili Epistularum libri novem. Epistularum ad Traianum liber. Panegyricus,Lipsiae,in aedibus B.G. Teubneri,1908,https://catalog.hathitrust.org/Record/007026143,1908,415 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,Pennsylvania State University,,
"84129 : Musonius Rufus, C. (Caius), approximately 30-","84092 : Hense, Otto, 1845-1931",,C. Mvsonii Rvfi reliqviae,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/001845375,1905,148 p.,,,,HathiTrust,University of Michigan,,
"45701 : Caesar, Julius; 45791 : Hirtius, Aulus","84104 : Kübler, Bernhard, 1859-1940",,C. Iulii Caesaris Commentarii cum A. Hirtii aliorumque supplementis ex recensione Bernardi Kübleri .,Lipsiae,in aedibus B. G. Teubneri,1910,https://catalog.hathitrust.org/Record/100111138,1910,,,,,HathiTrust,Ohio State University,,
"45701 : Caesar, Julius; 45791 : Hirtius, Aulus","84190 : Wölfflin, Eduard von, 1831-1908; 84104 : Kübler, Bernhard, 1859-1940",,C. Iulii Caesaris Commentarii,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/100744156,1893,,,,,HathiTrust,University of Chicago,,
"45701 : Caesar, Julius","84054 : Dinter, Bernard",,C. Iuli Caesaris Commentarii cum A. Hirti aliorumque supplementis,Lipsiae,in aedibus B. G. Teubneri,1890,https://catalog.hathitrust.org/Record/008905950,1890,,,,,HathiTrust,Princeton Univeristy,,
"45701 : Caesar, Julius","84054 : Dinter, Bernard",,"C. Iuli Caesaris Belli gallici libri VII, cum A. Hirti libro octavo.",Lipsiae,in aedibus B. G. Teubneri,1899,https://catalog.hathitrust.org/Record/100480897,1899,253 p.,,,,HathiTrust,Harvard University,,
"45701 : Caesar, Julius; 45886 : Pollio, Gaius Asinius","84125 : Miodoński, Adam Stefan, 1861-1913; 84190 : Wölfflin, Eduard von, 1831-1908",,C. Asini Polionis De bello africo commentarius.,Lipsiae,in aedibus B. G. Teubneri,1839,https://catalog.hathitrust.org/Record/001724933,1839,264 p.,,,,HathiTrust,University of Michigan,,
89584 : Theocritus,,,"Bucolicorum graecorum Theocriti, Bionis, Moschi reliquiae, accedentibus incertorum idylliis. Recensuit Henricus Ludolfus Ahrens.",Lipsiae,sumptibus et typis B. G. Teubneri,1894,https://catalog.hathitrust.org/Record/001846123,1894,142 p.,,,,HathiTrust,University of Michigan,,
"44757 : Eutropius, active 4th century","84053 : Dietsch, Heinrich Rudolf, 1814-1875; 84046 : Baumgarten-Crusius, Detlev Carl Wilhelm, 1786-1845",,Breviarium historiae Romanae,Lipsiae,sumptibus et typis B. G. Teubneri,1850,https://catalog.hathitrust.org/Record/011606359,1850,,,,,HathiTrust,Harvard University,,
"44757 : Eutropius, active 4th century",,,Breviarium ad urbe condita.,Lipsiae,B. G. Teubner,1887,https://catalog.hathitrust.org/Record/008905026,1887,90 p.,,,,HathiTrust,Princeton Univeristy,,
"44757 : Eutropius, active 4th century","84143 : Rühl, Franz, 1845-1916",,Breviarium ad urbe condita.,Lipsiae,B. G. Teubner,1897,https://catalog.hathitrust.org/Record/011742710,1897,90 p.,,,,HathiTrust,Cornell University,Rome; History.,
"44596 : Benedict, Saint, Abbot of Monte Cassino","84190 : Wölfflin, Eduard von, 1831-1908",,Benedicti Regula monachorum. Recensuit Eduardus Woelfflin.,Lipsiae,in aedibus B. G. Teubneri,1895,https://catalog.hathitrust.org/Record/005790242,1895,85 p.,,,,HathiTrust,Harvard University,Monasticism and religious orders; Rules.,
84044 : Bacchylides,"84048 : Blass, Friedrich, 1843-1907",,Bacchylidis Carmina cvm fragmentis,Lipsiae,in aedibus B. G. Teubneri,1899,https://catalog.hathitrust.org/Record/100341442,1899,207 p.,,,,HathiTrust,Harvard University,,
84044 : Bacchylides,"84048 : Blass, Friedrich, 1843-1907; 84181 : Süss, Wilhelm, 1882-1969",,Bacchylidis Carmina cvm fragmentis,Lipsiae,in aedibus B. G. Teubneri,1912,https://catalog.hathitrust.org/Record/008903009,1912,154 p.,,,,HathiTrust,Princeton Univeristy,,
84043 : Babrius,"84175 : Schneidewin, Friedrich Wilhelm, 1810-1856",,Babrii Fabulae Aesopeae.,Lipsiae,sumptibus et typis B. G. Teubneri,1865,https://catalog.hathitrust.org/Record/002369952,1865,66 p.,,,,HathiTrust,Harvard University,,
84135 : Querolus,"84134 : Peiper, Rudolf, 1834-1898",,"Avlvlaria, sive Qverolvs,Theodosiani aevi comoedia Rvtilio dedicata.",Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/001182029,1875,68 p.,,,,HathiTrust,University of Michigan,,
"45336 : Plautus, Titus Maccius","84134 : Peiper, Rudolf, 1834-1898",,Avlvlaria sive Qverolvs .,Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/009774580,1875,68 p.,,,,HathiTrust,University of Virginia,Annotations (Provenance); rbprov,
"52642 : Averroës, 1126-1198; 84119 : Mantino, Jacob, -1549?","84106 : Heidenhain, Friedrich Jakob, 1845-1912",,Averrois Paraphrasis in librum Poeticae Aristotelis,Lipsiae,in aedibus B. G. Teubneri,1889,https://catalog.hathitrust.org/Record/006752138,1889,382 p.,,,,HathiTrust,University of California,,
45409 : Terence,,,Ausgewählte Komödien. Zur Einführung in die Lektüre der altlateinischen Lustspiele,Leipzig,Druck und Verlag von B. G. Teubner,1913,https://catalog.hathitrust.org/Record/100779883,1913,,2 v.,,,HathiTrust,University of Iowa,,
"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,Aulularia.,Lipsiae,B. G. Teubner,1893,https://catalog.hathitrust.org/Record/002932169,1893,158 p.,,,,HathiTrust,University of Michigan,,
"84042 : Athenaeus, of Naucratis","84122 : Meineke, August, 1790-1870",,Athenaei Deipnosophistae,Lipsiae,in aedibus B. G. Teubneri,1858,https://catalog.hathitrust.org/Record/008673782,1858,,,,,HathiTrust,University of California,,
"84042 : Athenaeus, of Naucratis","84122 : Meineke, August, 1790-1870",,Athenaei Deipnosophistae,Lipsiae,in aedibus B. G. Teubneri,1858,https://catalog.hathitrust.org/Record/100453902,1858,,,,,HathiTrust,Columbia University,,
84040 : Aristotle,"84139 : Roemer, Adolph",,Ars rhetorica,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/008410379,1898,245 p.,,,,HathiTrust,Columbia University,,
"84130 : Nicomachus, of Gerasa","84096 : Hoche, Richard Gottfried, 1834-1906",,Arithmētikē eisagōgē. Introductionis arithmeticae libri II.,Lipsiae,B. G. Teubner,1866,https://catalog.hathitrust.org/Record/011530364,1866,198 p.,,,,HathiTrust,University of Chicago,Greek.; Mathematics,
"84130 : Nicomachus, of Gerasa","84096 : Hoche, Richard Gottfried, 1834-1906",,[Arithmētikē eisagōgē; (romanized form)] introductionis arithmeticae libri II.,Lipsiae,in aedibus B. G. Teubneri,1866,https://catalog.hathitrust.org/Record/008882264,1866,198 p.,,,,HathiTrust,Princeton Univeristy,Greek.; Mathematics,
84040 : Aristotle,"84052 : Diels, Hermann, 1848-1922",,Aristotelis qui fertur De Melisso Xenophane Gorgia libellus.,Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/100572679,1900,40 p.,,,,HathiTrust,University of Illinois at Urbana-Champaign,,
84040 : Aristotle,"84140 : Rose, Valentin, 1829-1916",,Aristotelis qui ferebantur librorum fragmenta,Lipsiae,in aedibus B. G. Teubneri,1886,https://catalog.hathitrust.org/Record/001227549,1886,462 p.,,,,HathiTrust,University of California,,
,"84180 : Susemihl, Franz, 1826-1901",,Aristotelis quae feruntur Oeconomica.,Lipsiae,in aedibus B. G. Teubneri,1887,https://catalog.hathitrust.org/Record/100370457,1887,94 p.,,,,HathiTrust,Harvard University,Economics.,
84040 : Aristotle,"84050 : Christ, Wilhelm von, 1831-1906",,Aristotelis Metaphysica,Lipsiae,in aedibus B. G. Teubneri,1906,https://catalog.hathitrust.org/Record/001812387,1906,,,,,HathiTrust,University of Michigan,Metaphysics.,
84040 : Aristotle,"84050 : Christ, Wilhelm von, 1831-1906",,Aristotelis Metaphysica.,Lipsiae,in aedibus B. G. Teubneri,1906,https://catalog.hathitrust.org/Record/100782942,1906,330 p.,,,,HathiTrust,University of Iowa,Metaphysics,
84040 : Aristotle,"84050 : Christ, Wilhelm von, 1831-1906",,Aristotelis Metaphysica recognovit W. Christ Nova impressio correctior.,Lipsiae,in aedibus B. G. Teubneri,1895,https://catalog.hathitrust.org/Record/100453830,1895,330 p.,,,,HathiTrust,Columbia University,Metaphysics.,
84039 : Aristophanes,"84047 : Bergk, Theodor, 1812-1881",,Aristophanis comoedias,Lipsiae,in aedibus B. G. Teubneri,1903,https://catalog.hathitrust.org/Record/012289449,1903,,,,,HathiTrust,University of California,,
84039 : Aristophanes,"84047 : Bergk, Theodor, 1812-1881",,Aristophanis Comoedias,Lipsiae,in aedibus B. G. Teubneri,1897,https://catalog.hathitrust.org/Record/000882297,1897,,,,,HathiTrust,University of Michigan,,
84039 : Aristophanes,"84047 : Bergk, Theodor, 1812-1881",,Aristophanis Comoedias,Lipsiae,sumptibus et typis B. G. Teubneri,1857,https://catalog.hathitrust.org/Record/011665922,1857,,,,,HathiTrust,Cornell University,,
84040 : Aristotle,"84115 : Langkavel, Bernhard August, 1825-1902",,Aristoteles Opera. vol. I. De partibus animalium libros quattner continens,Lipsiae,in aedibus B. G. Teubneri,1868,https://catalog.hathitrust.org/Record/001812362,1868,261 p.,,,,HathiTrust,University of Michigan,Zoology; Pre-Linnean works,
84040 : Aristotle,,,Aristotelis de Arte poetica liber,Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/007027352,1907,48 p.,,,,HathiTrust,Pennsylvania State University,Early works to 1800; Aesthetics; Poetry,
84040 : Aristotle,"84180 : Susemihl, Franz, 1826-1901",,Aristotelis Ethica Nicomachea,Lipsiae,in aedibus B. G. Teubneri,1880,https://catalog.hathitrust.org/Record/100109280,1880,280 p.,,,,HathiTrust,Ohio State University,,
84040 : Aristotle,"84036 : Apelt, Otto, 1845-; 84180 : Susemihl, Franz, 1826-1901",,Aristotelis Ethica Nicomachea recognovit Franciscus Susemihl.,Lipsiae,in aedibus B. G. Teubneri,1903,https://catalog.hathitrust.org/Record/011257279,1903,,,,,HathiTrust,University of California,,
,"84124 : Mendelssohn, Ludwig, 1852-1896; 84188 : Wendland, Paul, 1864-1915",,Aristeae Ad Philocratem epistvla cvm ceteris de origine versionis LXX interpretvm testemoniis.,Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/012445087,1900,229 p.,,,,HathiTrust,Cornell University,,
,"84124 : Mendelssohn, Ludwig, 1852-1896; 84188 : Wendland, Paul, 1864-1915",,Aristeae Ad Philocratem epistula cum ceteris de origine versionis LXX interpretum testemoniis.,Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/100321083,1900,229 p.,,,,HathiTrust,Harvard University,,
"45426 : Valerius Flaccus, Gaius","89577 : Kramer, Otto, 1887-",,Argonauticon libri octo.,Lipsiae,in aedibus B. G. Teubneri,1913,https://catalog.hathitrust.org/Record/012467715,1913,218 p.,,,,HathiTrust,Cornell University,,
"45426 : Valerius Flaccus, Gaius","84045 : Baehrens, Emil, 1848-1888",,Argonauticon libri octo,Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/011665081,1875,180 p.,,,,HathiTrust,Cornell University,,
